concept URI,concept prefLabel,field,old value,new value,action,language
http://data.europa.eu/esco/skill/88e3eb05-cdd9-4529-80da-a0ff03bef0d8,behavioural neurology,altLabel,behavioral  neurology,behavioral neurology,Updated,en
http://data.europa.eu/esco/skill/fd8c0029-9dc7-4b54-845b-ed30c61ba0f8,translate language concepts,altLabel,translate language notions,translate language notions,Updated,en
http://data.europa.eu/esco/skill/a628d2d1-f40a-4c37-a357-2801726f2996,identify problems,hiddenLabel,diagnostic  skills,diagnostic skills,Updated,en
http://data.europa.eu/esco/skill/77ee8fad-188f-44cf-88ba-4e495a52d604,assisting with personal needs,scopeNote,"Excludes:
- Administration of medical treatments and therapies
- Therapeutic massage
- Caring for children

Examples:
- Provide basic support to patients
- Give non-therapeutic massages
- Provide domestic care","Excludes:
- Administration of medical treatments and therapies
- Therapeutic massage
- Caring for children Examples:
- Provide basic support to patients
- Give non-therapeutic massages
- Provide domestic care.",Updated,en
http://data.europa.eu/esco/skill/f69d330a-c343-433f-9532-fed6b8654b0e,analyse potential threats against national security,altLabel,analyze  potential threats against national security,analyze potential threats against national security,Updated,en
http://data.europa.eu/esco/skill/8c88d336-c249-4537-b26e-d679a85c4b9b,Ajax Framework,altLabel,,Ajax Framework for web applications development,Added,en
http://data.europa.eu/esco/skill/ed07ed44-969f-4942-84ae-77283f53f99b,trade in musical instruments,altLabel,trade in  gear,trade in gear,Updated,en
http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1,debug software,altLabel,,fix computer code for software,Added,en
http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,attend to ICT systems quality,altLabel,,ensure ICT system quality,Added,en
http://data.europa.eu/esco/skill/ed6d188d-d14e-49f7-960d-6c9a94cfd364,manufacture prosthetic-orthotic devices,altLabel,,use specialised materials for creating prosthetic-orthothic devices,Added,en
http://data.europa.eu/esco/skill/016e7bf4-fe86-4a1f-ace1-54e5b697293d,practise extreme sports,altLabel,practice  extreme sports,practice extreme sports,Updated,en
http://data.europa.eu/esco/skill/d6e4373a-ef2c-4b64-9dc6-4140846f6609,programming computer systems,scopeNote,"Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment

Examples:
- Write computer programming code
- Use query languages
- Debug software","Excludes:
- Systems analysis
- Issuing commands to computer controlled machines and equipment Examples:
- Write computer programming code
- Use query languages
- Debug software.",Updated,en
http://data.europa.eu/esco/skill/2c24c001-686d-456b-aab1-96668f1f9983,inspect aquaculture equipment,description,Inspect aquaculture harvesting tools and machinery to ensure that they work properly. ,Inspect aquaculture harvesting tools and machinery to ensure that they work properly.,Updated,en
http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops,scopeNote,"Examples:
- Prepare planting area
- Irrigate soil
- Spread fertiliser
- Maintain plants' growth","Examples:
- Prepare planting area
- Irrigate soil
- Spread fertiliser
- Maintain plants' growth.",Updated,en
http://data.europa.eu/esco/skill/8826b057-0e80-4e3d-9efc-1e179d597f40,assisting people with mobility,scopeNote,"Examples:
- transfer patients

Excludes:
- drive vehicles","Examples:
- transfer patients Excludes:
- drive vehicles.",Updated,en
http://data.europa.eu/esco/skill/dfae80db-cf29-41e1-a48c-2bee901afff1,building and developing teams,scopeNote,"Excludes:
- Training
- Recruiting and hiring

Examples:
- Facilitate teamwork between students
- Encourage teambuilding","Excludes:
- Training
- Recruiting and hiring Examples:
- Facilitate teamwork between students
- Encourage teambuilding.",Updated,en
http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,hybrid vehicle architecture,altLabel,,autoSAR hybrid vehicle architecture,Added,en
http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,statistics,altLabel,,administrative data,Added,en
http://data.europa.eu/esco/skill/3364034e-78b0-4faf-8dab-6b40bec41159,types of lubricants,description,"Types of substances whose main function is to reduce friction between parts or surfaces in mutual contact such us oil-based, grease-based, penetrating or dry lubricants. They facilitate uninterrupted movement between  machinery parts. Based on the type of lubricant, they can also perform other functions such as power transmission or heat regulation. 
","Types of substances whose main function is to reduce friction between parts or surfaces in mutual contact such us oil-based, grease-based, penetrating or dry lubricants. They facilitate uninterrupted movement between machinery parts. Based on the type of lubricant, they can also perform other functions such as power transmission or heat regulation.",Updated,en
http://data.europa.eu/esco/skill/66f83eaa-b9ae-471c-ad86-6b9229719e4a,analyse foreign affairs policies,altLabel,analyze  foreign affairs policies,analyze foreign affairs policies,Updated,en
http://data.europa.eu/esco/skill/343fec26-5ed3-4bbf-ba95-bea6f2b371b0,improve timber stands,altLabel,improve lumber  stands,improve lumber stands,Updated,en
http://data.europa.eu/esco/skill/67ba7f39-1ebc-4d71-ba11-5804a1712ff3,analyse samples of food and beverages,altLabel,analyze  samples of food and beverages,analyze samples of food and beverages,Updated,en
http://data.europa.eu/esco/skill/3edd4853-a8d2-4791-a5f0-af3a92f18245,electromagnetism,altLabel,,electrostatics,Added,en
http://data.europa.eu/esco/skill/2996fc73-1a41-4a08-8b42-764a900653a5,measure light levels,description,Perform measurement of light levels,Perform measurement of light levels.,Updated,en
http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies,altLabel,,design sales strategy,Added,en
http://data.europa.eu/esco/skill/cc892855-cb24-4d48-8344-a5d71d48f61d,apply quality standards to the interaction with candidates,altLabel,implement quality standards to the interaction with candidates ,implement quality standards to the interaction with candidates,Updated,en
http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,create 3D environments,altLabel,,develop 3D environments,Added,en
http://data.europa.eu/esco/skill/59a8086b-59b3-4e88-9341-21d7fb693b89,moderate in negotiations,altLabel,compromise  in negotiations,compromise in negotiations,Updated,en
http://data.europa.eu/esco/skill/40cafbc8-07b8-432d-a9d3-f1cd7371af4b,perform image guidance in radiation therapy,prefLabel,perform image guidance in radiation therapy ,perform image guidance in radiation therapy,Updated,en
http://data.europa.eu/esco/skill/e361af91-3e68-4e59-b0e2-bca0ffb416fa,marine energy,description,"The energy generated from the natural movement of water such as ocean waves, tides, currents as well as from water temperature differences as thermal energy of deep cold water. Moreover, it is harnessed as a renewable power source. ","The energy generated from the natural movement of water such as ocean waves, tides, currents as well as from water temperature differences as thermal energy of deep cold water. Moreover, it is harnessed as a renewable power source.",Updated,en
http://data.europa.eu/esco/skill/3eacdaa9-fe4a-49ba-a085-c798097cf8d4,fabricating tobacco products,scopeNote,"Excludes:
- Operation of machinery
- Preparing and cooking food and drinks for immediate consumption

Examples:
- Cure tobacco leaves
- Flavour tobacco leaves","Excludes:
- Operation of machinery
- Preparing and cooking food and drinks for immediate consumption Examples:
- Cure tobacco leaves
- Flavour tobacco leaves.",Updated,en
http://data.europa.eu/esco/skill/7229b6dc-e2ef-44fe-b9a1-06b1c1075d8f,automatic control system,description,"Set of interconnected mechanisms and components, such as controllers or sensing elements, that use programming logic to automate the operation and behaviour of a process or system without a continuous human intervention, to achieve a desired performance such as stability.
","Set of interconnected mechanisms and components, such as controllers or sensing elements, that use programming logic to automate the operation and behaviour of a process or system without a continuous human intervention, to achieve a desired performance such as stability.",Updated,en
http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424,use logic programming,altLabel,,use Prolog for logic programming,Added,en
http://data.europa.eu/esco/skill/8bbf9c69-ba9d-4e6d-a50a-ba4f666e0d25,contextualise artistic work,altLabel,contextualize  artistic work,contextualize artistic work,Updated,en
http://data.europa.eu/esco/skill/f9622dac-e823-479b-aabc-209232c1e391,ensure full functioning of food plant machinery,altLabel,secure  full functioning of food plant machinery,secure full functioning of food plant machinery,Updated,en
http://data.europa.eu/esco/skill/16e995d4-4938-4424-b1e6-1e1d54f4dbc8,assign codes to product items,altLabel,nominate  codes to product items,nominate codes to product items,Updated,en
http://data.europa.eu/esco/skill/4095c6dd-3b00-44d1-9308-878e08737e92,create advocacy material,altLabel,produce campaigning and enabling  material,produce campaigning and enabling material,Updated,en
http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,Prototyping development,altLabel,,prototyping methodology,Added,en
http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,ICT architectural frameworks,altLabel,,ICT architectural framework,Added,en
http://data.europa.eu/esco/skill/cb9c8373-402a-4b5f-8b19-63a831a14e48,analyse blood patterns,altLabel,analyze  blood patterns,analyze blood patterns,Updated,en
http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information,scopeNote,"Examples:
- Manage digital archives
- Oversee record management
- Organise information","Examples:
- Manage digital archives
- Oversee record management
- Organise information.",Updated,en
http://data.europa.eu/esco/skill/38828bb5-f321-4523-af5f-d404cb7a0a24,examine cost of antiquarian goods,altLabel,examining the  cost of antiquarian goods,examining the cost of antiquarian goods,Updated,en
http://data.europa.eu/esco/skill/1e2d6f43-ef9e-40ff-8e24-bd384a22f191,identify target markets for designs,altLabel,establish  target markets for designs,establish target markets for designs,Updated,en
http://data.europa.eu/esco/skill/4b43cc79-90b1-4f23-a2ce-cb3ea341e6d1,advise on homologation procedure,description,"Advise vehicle manufactures on the procedures involved in requesting type-approval certificates for a vehicle, a component or a set of components. Provide support in submitting technical documentation to the approval authority and follow up on application results. Provide assistance during inspections and conformity of production controls and support the manufacturer in issuing a certificate of conformity.  ","Advise vehicle manufactures on the procedures involved in requesting type-approval certificates for a vehicle, a component or a set of components. Provide support in submitting technical documentation to the approval authority and follow up on application results. Provide assistance during inspections and conformity of production controls and support the manufacturer in issuing a certificate of conformity.",Updated,en
